railroad,incdtno,year,month,day,timehr,timemin,ampm,type,carshzd,station,state,temp,visiblty,weather,trnspd,typspd,tons,trkclas,typtrk,loadf1,emptyf1,cause,acctrk,acctrkcl,highspd,accdmg,stcnty,totinj,totkld,enghr,cdtrhr,jointcd,region,year4,county,cntycd,narr1,narr2,narr3,latitude,longitud
UP,0522HO027,22,5,23,9,49,AM,1,0,HOUSTON,48,73,2.0,2.0,1,E,5969,1,2.0,41,28,H305,2.0,1,1,141518,48C201,0,0,3.0,,1,5,2022,HARRIS,201,"AFTER DOUBLING OVER FROM TRACK 213 TO TRACK 215, THE YEW13-23 DERAILED 8 CARS WHILE ATTEMPTING TO DR","AG THE CUT OVER HUMP LEAD 2. AFTER MAKING THE JOINT ON TRACK 215, THE RCO STRETCHED THE JOINT AND RE",LEASED 2 HANDBRAKES ON THE EAST OUT 2 CARS IN THE TRACK AS NORMAL PROCEDURE. HE THEN PROCEEDS TO DRA,29.793131,-95.293893
PMSW,HF0715,22,7,15,10,0,AM,1,0,LUBBOCK,48,90,2.0,1.0,5,E,5121,1,2.0,37,0,H607,2.0,1,5,35000,48C303,0,0,3.0,3.0,1,5,2022,LUBBOCK,303,PSC 101 JOB WAS HEADING SOUTH BOUND THROUGH THE LIMITS OF LONE STAR  RAILROAD CONTRACTORS WHICH HAD,"BEEN SURFACING THE TRACK. THEY HAD 37 LOADS, 0 EMPTIES, 5121 TONS, AND 1680 LENGTH PLUS POWER. ENGIN","EER, WAS IN THE CAB BY HIMSELF WHILE APPROACHING 50TH CROSSING, DOT #276277K, WHICH HAS NO CROSSING",33.549,-101.82
UP,0722TO042,22,7,17,3,44,PM,1,0,FORT WORTH,48,104,2.0,1.0,5,E,8606,1,2.0,61,11,H702,2.0,1,5,90780,48C439,0,0,5.0,5.0,1,5,2022,TARRANT,439,"MWTSA-16, WHILE MAKING A SET OUT INTO TRACK 6, CONDUCTOR FAILED TO CORRECTLY LINE BOTH ENDS OF THE C","ROSSOVER FOR THE INTENDED ROUTE, RESULTING IN RUNNING THROUGH THE SWITCH AND THE DERAILMENT OF 4 CAR",S. NO INJURIES OR RELEASES. 1 DRUG POSITIVE -- NOT DETERMINED TO BE A CAUSAL FACTOR.,32.716155,-97.325414
BNSF,KS0822206,22,8,31,3,24,PM,7,0,CANYON,48,87,2.0,1.0,26,R,5407,4,1.0,46,0,M302,1.0,4,26,46017,48C381,0,0,10.0,10.0,1,5,2022,RANDALL,381,SEMI TRUCK AND TRAILER BECAME HIGH CENTERED ON CROSSING AND WAS STRUCK BY TRAIN.  NO HAZMAT RELEASED,.,,34.982661,-101.954628
UP,0522GC005,22,5,1,8,34,PM,7,0,VAN VLECK,48,78,4.0,1.0,0,E,0,3,1.0,0,0,M302,1.0,4,47,20132,48C321,0,0,,,2,5,2022,MATAGORDA,321,"BNSF TRAIN IALRBJ-30, LEAD LOCOMOTIVE BNSF7686, WAS HEADED SOUTHBOUND ON THE ANGLETON SUB WHEN A 18-",WHEELER WAS HEADED SOUTHBOUND ON CR 132 AND WENT OVER THE CROSSING AT MP 295.51. ONCE THE 18-WHEELER,"MADE IT OVER THE CROSSING, HE REALIZED THE BRIDGEON THE WEST SIDE OF THE CROSSING WAS OOS. HE START",29.026734,-95.785182
UP,0522GC040,22,5,28,12,30,AM,13,0,FREEPORT,48,77,4.0,1.0,4,E,3308,1,2.0,17,15,E29C,2.0,1,4,17242,48C039,0,0,5.0,,1,5,2022,BRAZORIA,39,"DURING SWITCHING OPERATIONS IN VELASCO YARD, THE CAR BODY AND UNDERFRAME OF THE MCEX350447 SUFFERED","CATASTROPHIC FAILURE, WHICH CAUSED THE CAR TO REQUIRE DISMANTLING. THIS FAILURE WAS THE RESULT OF EV",IDENT DAMAGE FROM ANOTHER UNIDENTIFIED EVENT. NO DERAILMENT.,28.965702,-95.348976
UP,0722TO040,22,7,18,11,15,PM,9,0,GRAND PRAIRIE,48,95,4.0,1.0,7,E,450,1,2.0,0,5,M404,2.0,1,7,18000,48C439,0,0,9.0,9.0,1,5,2022,TARRANT,439,LBH04-18 CREW WAS HEADED WESTBOUND WHEN THEY GOT TO MP 6 AT FOUNTAIN PARKWAY AND THE GATE ON THE NOR,THSIDE OF THE TRACK WAS FOULING AND THE CREW TRIED TO STOP. THE GATE WAS STRUCK AND THE SIGNAL MAST,WAS KNOCKED TO THE GROUND FROM ITS HOUSING. NO LOCOMOTIVE DAMAGE.,32.779328,-97.054299
AWRR,220802003,22,8,2,3,46,AM,1,0,MANOR,48,74,4.0,1.0,10,R,10397,1,1.0,75,4,T210,1.0,1,10,190000,48C453,0,0,9.0,9.0,1,5,2022,TRAVIS,453,"ON AUGUST 2ND 2022, AT APPROXIMATELY 0405 THE AWRR 111 CREW NOTIFIED DISPATCH THAT THEY HAD GONE INT",O AN UNDESIRED EMERGENCY NEAR MP 45.18. THE CONDUCTOR WALKED THE TRAIN AND DISCOVERED THAT CARS DERA,"ILED 37 CARS DEEP, WITH 2 CARS ON THEIR SIDE AND 5 CARS ON GROUND IN THE UPRIGHT AND ACCORDIANED POS",30.324933,-97.598907
UP,0822SX023,22,8,29,9,45,PM,12,0,HEARNE,48,80,4.0,2.0,2,E,232,1,2.0,0,5,H306,2.0,1,4,24904,48C395,0,0,6.0,,3,5,2022,ROBERTSON,395,FOREMAN WAS MAKING SETOUT AND PICK UP ON MNLBW-28 TO TRACK 33 (OLD TRACK 53) AT HEARNE WITH OUTBOUND,"CREW ON HEAD END OPERATING THE LOCOMOTIVE. HE MADE PICKUP FROM TRACK 33, WENT BACK TO TRAIN, CAME O","FF WITH SETOUT, SHOVED INTO 33 TRACK WITH SETOUT AND MADE JOINT TO CARS IN TRACK 33. AS HE WAS SHOVI",30.878938,-96.592267
UP,0822SX023,22,8,29,9,45,PM,12,0,HEARNE,48,80,4.0,2.0,4,E,8159,1,2.0,41,87,H306,2.0,1,4,24904,48C395,0,0,3.0,3.0,1,5,2022,ROBERTSON,395,FOREMAN WAS MAKING SETOUT AND PICK UP ON MNLBW-28 TO TRACK 33 (OLD TRACK 53) AT HEARNE WITH OUTBOUND,"CREW ON HEAD END OPERATING THE LOCOMOTIVE. HE MADE PICKUP FROM TRACK 33, WENT BACK TO TRAIN, CAME O","FF WITH SETOUT, SHOVED INTO 33 TRACK WITH SETOUT AND MADE JOINT TO CARS IN TRACK 33. AS HE WAS SHOVI",30.878938,-96.592267
UP,0822SX025,22,8,30,6,0,PM,12,0,SAN ANTONIO,48,80,3.0,3.0,10,E,6631,1,2.0,49,10,H018,2.0,1,10,56341,48C029,0,0,2.0,2.0,3,5,2022,BEXAR,29,TRAIN YEY22-30 CAME AGAINST A CUT OF 61 CARS IN TRACK 3 AT EAST YARD. THE SWITCHMAN WENT TO THE EAST,END AND KNOCKED OFF THE 15 HANDBRAKES THAT WERE ON THE EAST 15 CARS IN THE TRACK. THE FOREMAN WENT,AND HELPED ANOTHER JOB DOUBLE OUT OF THE WEST ENDOF THE YARD. THE FOREMAN THEN RETURNED AND MADE A S,29.435089,-98.448254
BNSF,KS0822105,22,8,10,10,39,AM,1,0,AMARILLO,48,90,2.0,2.0,10,R,1474,1,2.0,11,8,H702,2.0,1,10,11790,48C375,0,0,,3.0,1,5,2022,POTTER,375,TRAIN HAD 3 RAILCARS DERAIL DUE TO SWITCH IMPROPERLY LINED.  NO HAZMAT WAS RELEASED.,,,35.212473,-101.826753
UP,0822SX025,22,8,30,6,0,PM,12,0,SAN ANTONIO,48,80,3.0,3.0,4,E,225,1,2.0,2,2,H018,2.0,1,10,56341,48C029,0,0,,,1,5,2022,BEXAR,29,TRAIN YEY22-30 CAME AGAINST A CUT OF 61 CARS IN TRACK 3 AT EAST YARD. THE SWITCHMAN WENT TO THE EAST,END AND KNOCKED OFF THE 15 HANDBRAKES THAT WERE ON THE EAST 15 CARS IN THE TRACK. THE FOREMAN WENT,AND HELPED ANOTHER JOB DOUBLE OUT OF THE WEST ENDOF THE YARD. THE FOREMAN THEN RETURNED AND MADE A S,29.435089,-98.448254
UP,0822TO015,22,8,18,2,15,AM,1,0,MIDLOTHIAN,48,73,4.0,2.0,7,E,108,1,4.0,2,1,T110,4.0,1,7,12256,48C139,0,0,5.0,5.0,1,5,2022,ELLIS,139,LBC42-17 CREW HAD JUST MADE A JOINT WITH THE ONE PULL CAR FROM THE INDUSTRY AND WAS PULING OUT WHEN,THE SWITCHMAN NOTICED THEY WERE ON THE GROUND AND IMMEDIATELY STOPPED THE MOVE. THERE WERE NO INJURI,"ES, BOTH CARS THAT DERAILED WERE UPRIGHT WITH NO RELEASES. INITIAL INVESTIGATION FOUND THERE TO BE W",32.488515,-96.992807
UP,0822TO024,22,8,23,2,30,PM,1,0,ENNIS,48,79,2.0,2.0,9,E,1315,1,2.0,7,8,H702,2.0,1,9,32349,48C139,0,0,7.0,7.0,1,5,2022,ELLIS,139,THE YEN41-23 RAN THROUGH THE TEAM TRACK SWITCH WHILE PULLING OUT A CUT OF CARS TO BE SWITCHED. ENGIN,EER ON THE HEAD END DIDN'T NOTICE SWITCH WAS RUN THROUGH. CONDUCTOR TOLD ENGINEER TO KICK AND BACKWA,RDS MOVEMENT THROUGH THE PREVIOUSLY RUN THROUGH SWITCH CAUSED A TWO CAR DERAILMENT. CARS TBOX641057,32.335957,-96.632248
UP,0822TO028,22,8,23,3,45,PM,1,0,EL PASO,48,82,2.0,2.0,5,E,9914,1,2.0,66,34,T108,2.0,1,5,32977,48C141,0,0,8.0,8.0,1,5,2022,EL PASO,141,THE MWCBS-20 WAS PULLING THROUGH TRACK #2 WHEN 3 CARS DERAILED IN THE MIDSECTION OF THE TRAIN NEAR T,"HE WEST END CLOSE TO THE #2 SWITCH. AFTER FURTHER INVESTIGATION, IT WAS DISCOVERED THE TRACK WAS DIS",TORTED AND MISALIGNED DUE TO HEAT BUCKLING IN THETRACK.,31.753367,-106.388664
UP,0822TO034,22,8,28,3,5,PM,1,0,ITASCA,48,95,2.0,1.0,22,E,4867,4,1.0,2,106,T199,1.0,4,22,500795,48C217,0,0,10.0,10.0,1,5,2022,HILL,217,TRAIN UEBHLY-27 WAS TRAVELING NORTH WHEN THEY DERAILED 4 RAILCARS TOWARDS THE REAR END OF THE TRAIN,ON THE MAINLINE BUT NOT ON A PASSENGER ROUTE AT MILE POST 212.75 OF THE FT. WORTH SUBDIVISION IN GRA,"NDVIEW, TX. UPON INVESTIGATION, SURFACE DEFECTS WERE FOUND THAT WERE NOT WITHIN TOLERANCE, CAUSING T",32.238858,-97.181826
UP,0822SX003,22,8,5,2,15,PM,1,0,THRALL,48,96,2.0,1.0,22,E,9621,5,1.0,134,0,E79L,1.0,5,22,14436,48C491,0,0,6.0,6.0,1,5,2022,WILLIAMSON,491,TRAIN MEGAS-04 GOT A WRONG END DRAWBAR ON THE BKTY150039. DRAWBAR DAMAGED THE BKTY152949 AND DERAILE,"D ONE TRUCK ON THE BNSF4722. ACCORDING TO BOTH THE INBOUND AND OUTBOUND CREW AT SAN ANTONIO, REAR DP","U WAS LOADING ERRATICALLY, CAUSING EXCESSIVE BUFF/DRAFT. BNSF TO PROVIDE CONFIRMATION OF LOADING ISS",30.586501,-97.318785
BNSF,RD0822107,22,8,7,8,30,PM,1,0,MIDLOTHIAN,48,94,3.0,1.0,0,E,6247,1,4.0,44,0,E65C,4.0,1,7,71981,48C139,0,0,,,3,5,2022,ELLIS,139,R-RDV007-1-07I CREW WAS SHOVING INTO THE COAL INDUSTRY AND THE TRAIN DERAILED 5 RAILCARS. THE RAILCA,RS THEN STRUCK AN ENGINE PARKED IN THE ADJACENT TRACK NOT PART OF THE TRAIN DUE TO WORN TREAD.  NO H,AZMAT RELEASED.,32.47061,-97.017603
UP,0822SX009,22,8,15,3,0,PM,1,0,SAN ANTONIO,48,88,2.0,2.0,4,R,2848,1,2.0,7,2,T106,2.0,1,4,87542,48C029,0,0,7.0,7.0,1,5,2022,BEXAR,29,"THE YEY17-15 WAS SWITCHING CARS ON THE WEST END OF EAST YARD. WHILE SHOVING INTO TRACK 15, SINGLE CA","R TTZX866680 DERAILED. THIS SINGLE CAR BEING DERAILED, RESULTED IN THE DERAILMENT OF 7 ADDITIONAL CA",RS ALONGSIDE MAIN TRACK 2 AT THE WEST END OF EAST YARD. AN M599 OTHER MISCELLANEOUS CAUSES IS BEING,29.436038,-98.465834
UP,0722ES019,22,7,15,10,30,AM,13,0,SPRING,48,85,2.0,1.0,15,R,0,4,1.0,0,1,E59C,1.0,4,15,17000,48C201,0,0,3.0,,1,5,2022,HARRIS,201,THE ATS 991 OPERATOR WAS TRAVELING DOWN MAIN TRACK 1 WHEN THE LOCKING PIN THAT HOLDS UP THE WORK HEA,"D BROKE OFF AND THE WORK HEAD FELL ONTO THE TRACK. THIS CAUSED THE WORK HEAD TO BLEED DOWN, DAMAGING",THE EQUIPMENT. NO INJURIES WERE REPORTED. NO DERAILMENT OR TRACK DAMAGE.,30.076146,-95.416232
BNSF,KS0822102,22,8,5,7,20,PM,1,0,AMARILLO,48,90,3.0,1.0,3,R,5143,1,2.0,27,48,E34C,2.0,1,3,55841,48C375,0,0,2.0,2.0,1,5,2022,POTTER,375,H-SLADEN1-05A DERAILED 3 RAILCARS ON YARD TRACK DUE TO DEFECTIVE DRAFT GEAR.  NO HAZMAT RELEASED.,,,35.211929,-101.822056
BNSF,RD0722225,22,7,29,2,31,AM,7,0,FORT WORTH,48,89,4.0,1.0,20,E,7125,4,1.0,94,0,M302,1.0,4,20,20300,48C439,1,0,6.0,6.0,1,5,2022,TARRANT,439,Q ROBCHI6 27A ON SINGLE MAIN TRACK STRUCK AN OCCUPIED AUTO THAT WENT THE WRONG DIRECTION ON A ONE WA,Y STREET AND STOPPED ON THE TRACK AT A HGX. NO HAZMAT RELEASED.,,32.716653,-97.331341
IHTR,2,22,7,26,8,0,PM,3,0,BEAUMONT,48,91,3.0,1.0,5,E,2000,X,2.0,20,17,H307,2.0,X,5,0,48C245,1,0,7.0,7.0,1,5,2022,JEFFERSON,245,EMPLOYEE WAS ACTING AS CONDUCTOR OF A TRAIN IN THE PROCESS OF MOVING RAIL CARS AROUND IN THE YARD. I,"N THE NORMAL COURSE OF HIS RESPONSIBILITIES, HE WAS RIDING A 4 WHEELER. HE WAS ATTEMPTING TO TURN AR",OUND ON THE 4 WHEELER AND TRIED TO EXPEDITE THE TURN BY FOULING THE ACTIVE TRACKS HIS TRAIN WAS ON.,30.06,-94.24
ATK,172105,22,9,20,11,59,AM,7,0,MISSOURI CITY,48,87,2.0,1.0,72,R,0,4,1.0,0,0,M308,1.0,4,72,47150,48C157,3,0,6.0,6.0,2,5,2022,FORT BEND,157,"GRADE CROSSING: TRAIN 2(18), E/84-E/2 & 7 CARS, WAS STRUCK BY A SEMI AT MP17.62, SOUTH CRAVENS ROAD",CROSSING ON THE UPRR GLIDDEN SUBDIVISION. TWO OCCUPANTS OF THE SEMI WERE TRANSPORTED TO LOCAL MEDICA,L FACILITY.,29.623829,-95.526253
TRE,20028,22,8,5,11,50,PM,7,0,HALTOM CITY,48,99,4.0,1.0,77,R,0,5,1.0,0,0,M301,1.0,5,77,30000,48C439,0,2,7.0,7.0,1,5,2022,TARRANT,439,"ON FRIDAY 8/5/2022 AT APPROXIMATELY 2350HRS, TRE2963 WAS TRAVELING WESTBOUND APPROACHING ELLIOT REED",ER RD CROSSING WHEN A VEHICLE ON THE NORTHSIDE OF THE CROSSING WENT AROUND THE GATE INTO THE PATH OF,"THE MOVING TRAIN. THE ENGINEER WAS BLOWING THE HORN, BELL WAS ON WHILE THE TRAIN WAS APPROACHING TH",32.780433,-97.268294
BNSF,RD0722118,22,7,24,10,35,AM,1,0,RIO VISTA,48,91,2.0,1.0,50,E,17729,4,1.0,124,0,E34C,1.0,4,50,22335,48C251,0,0,3.0,3.0,1,5,2022,JOHNSON,251,C-EBMSLP-0-42B DERAILED 3 RAILCARS ON MAIN TRACK AT MP 311.9 DUE TO DRAFT GEAR/MECHANISM BROKEN OR D,EFECTIVE (INCLUDING YOKE). NO HAZARDOUS MATERIALS WERE RELEASED,,32.266669,-97.378985
BNSF,RD0722128,22,7,30,11,59,PM,1,0,HOUSTON,48,85,4.0,1.0,5,E,8506,1,2.0,62,17,H307,2.0,1,5,152804,48C201,0,0,8.0,8.0,1,5,2022,HARRIS,201,"H-TEAEGW-1-29A DERAILED 2 RAILCARS DUE TO SHOVING MOVEMENT, MAN ON OR AT LEADING END OF MOVEMENT, FA",ILURE TO CONTROL WHEN THE CONDUCTOR FAILED TO PROPERLY LINE THE DERAIL ON THE LEAD AND STOP THE MOVE,. NO HAZARDOUS MATERIALS WERE RELEASED.,29.906534,-95.504382
UP,0622MA007,22,6,1,10,10,AM,13,0,LONGVIEW,48,69,2.0,2.0,1,E,800,1,2.0,10,6,E29C,2.0,1,1,12373,48C183,0,0,2.0,,1,5,2022,GREGG,183,YLT75R-01 PINNED 1 LOADED HOPPER 12 CAR LENGTHS INTO TRACK 8 WHERE IT MADE A JOINT AND CAUSED DAMAGE,"TO THE EMPTY HOPPER WITH BRAKES APPLIED TO THE WEST END. REVIEWING THE YARD CAMERAS, DOWNLOAD, AND","CREW STATEMENTS, THERE WAS NO EVIDENCE OF RULE VIOLATIONS.",32.494423,-94.728948
UP,0622SX004,22,6,3,6,42,PM,1,0,SHINER,48,92,3.0,1.0,36,E,21300,3,1.0,149,1,M204,1.0,3,36,745947,48C285,0,0,5.0,5.0,1,5,2022,LAVACA,285,"THE CBMCL9-30 WAS TRAVELING SOUTHBOUND AT MP 83 ON THE CUERO SUBDIVISION, WHEN THE TRAIN WENT INTO U",DE. AIR DID NOT RECOVER AND CONDUCTOR STARTED TO WALK THE TRAIN AND FOUND 17 CARS DERAILED. UPON INV,"ESTIGATION, THERE WAS A RAILCAR FOUND THAT WAS NOTLOADED. CUSTOMER EAGLE SPECIALTY MATERIALS BP LOAD",29.42289,-97.181723
UP,0622SX018,22,6,22,2,40,PM,9,0,SAN ANTONIO,48,95,2.0,1.0,24,R,4020,4,1.0,6,0,M402,1.0,4,24,12346,48C029,0,0,4.0,4.0,1,5,2022,BEXAR,29,"TRAIN WWLODS-21 STRUCK A TRACTOR TRAILER THAT WAS PARKED TOO CLOSE TO THE TRACK, FOULING THE MAIN TR",ACK. NOT AT A CROSSING.,,29.44191,-98.506918
UP,0622SX027,22,6,27,7,0,AM,13,0,SAN ANTONIO,48,76,2.0,1.0,0,E,80,1,2.0,1,0,H312,2.0,1,0,12086,48C029,0,0,,,1,5,2022,BEXAR,29,CAR AEX13324 FOUND WITH BUCKLED/BROKEN DRAFT SEAL ON B END. NO DERAILMENT OR TRACK DAMAGE.,,,29.434853,-98.462998
UP,0622TO003,22,6,6,3,40,PM,1,0,EL PASO,48,97,2.0,1.0,3,E,4499,1,2.0,14,78,H702,2.0,1,3,40846,48C141,0,0,9.0,8.0,1,5,2022,EL PASO,141,CREW ON THE MWCEP-05 PULLED EAST THROUGH TRACK 34 AND RAN THROUGH THE 34 SWITCH ON THE EAST END. THE,CREW THEN ATTEMPTED TO SHOVE BACK TO GET IN THE CLEAR AND DERAILED 6 CARS DUE TO THE GAPPED SWITCH,IN TRACK 34 WHICH THEY HAD RUN THROUGH.,31.744815,-106.377793
UP,0622TO023,22,6,19,1,59,PM,1,0,CALVERT,48,98,2.0,1.0,22,E,3187,4,1.0,0,149,T109,1.0,4,22,816186,48C395,1,0,1.0,1.0,1,5,2022,ROBERTSON,395,TRAIN CSACD9-16 REPORTED TWO DPU LOCOMOTIVES WERE DERAILED JUST NORTH OF CP Q115 DUE TO A TRACK MISA,LIGNMENT THAT WAS CAUSED BY A SUN KINK. CONDUCTOR WALKED TRAIN AFTER ENGINEER STOPPED TRAIN DUE TO F,EELING ABNORMAL TRAIN HANDLING. CONDUCTOR STARTED FEELING LIGHTHEADED AND DISORIENTED TO DISPATCHER.,31.016519,-96.741031
UP,0622TO032,22,6,23,2,30,PM,1,0,MARLIN,48,95,2.0,1.0,29,R,17875,3,3.0,125,0,T204,3.0,3,29,577922,48C145,0,0,9.0,9.0,1,5,2022,FALLS,145,"COAL TRAIN CNAGS-19, LEAD LOCOMOTIVE UP6438, WAS FOUND WITH 8 CARS DERAILED, 7 ON THEIR SIDES AND 1","UPRIGHT. UPON INVESTIGATION, IT WAS DETERMINED THE CAUSE OF THE DERAILMENT WAS DUE TO BROKEN RAIL.",,31.26945,-96.899555
BNSF,KS1022103,22,10,7,6,33,PM,6,0,AMARILLO,48,55,3.0,2.0,9,E,3592,1,2.0,12,60,M505,2.0,1,9,1028428,48C381,0,0,,2.0,1,5,2022,RANDALL,381,Y-AMA2022-07A DERAILED 11 RAILCARS ON YARD TRACK AFTER THE TRAIN SEPARATED AND THEN MADE IMPACT WITH,SEPARATED CARS.  NO HAZMAT RELEASED.  CAUSE IS UNDER INVESTIGATION.,,35.179575,-101.836517
BNSF,RD1122120,22,11,17,11,30,AM,1,0,HOUSTON,48,55,2.0,2.0,9,E,1574,1,2.0,1,22,H307,2.0,1,9,24500,48C201,0,0,3.0,3.0,1,5,2022,HARRIS,201,Y-PEA1011-17A DERAILED 2 RAILCARS IN YARD TRACK DUE TO SHOVING THROUGH AN IMPROPERLY LINED SWITCH AN,D THEN REVERSING MOVEMENT.  NO HAZMAT RELEASED.,,29.629413,-95.306882
BNSF,RD0922105,22,9,7,9,0,PM,1,0,DONIE,48,82,4.0,2.0,5,E,6344,1,4.0,61,0,T110,4.0,1,5,19775,48C161,0,0,5.0,5.0,1,5,2022,FREESTONE,161,U-MAODON-0-04T DERAILED 5 RAILCARS DUE TO WIDE GAGE (DUE TO DEFECTIVE OR MISSING CROSSTIES). INDUSTR,"Y HAD $19,000 IN TRACK COST. NO HAZARDOUS MATERIALS WERE RELEASED.",,31.424939,-96.262616
BNSF,KS0922110,22,9,26,7,40,AM,1,0,HEREFORD,48,75,1.0,1.0,5,E,16577,1,4.0,116,0,T111,4.0,1,5,268334,48C117,0,0,3.0,3.0,1,5,2022,DEAF SMITH,117,G-CCDHER9-23A DERAILED 7 RAILCARS IN INDUSTRY MAINTAINED TRACK DUE TO WIDE GAUGE RAIL.  INDUSTRY TRA,"CK COSTS IS $75,000.  NO HAZMAT RELEASED.",,34.830801,-102.36265
UP,0822SX020,22,8,24,8,45,PM,1,0,SAN ANTONIO,48,80,4.0,1.0,0,E,0,5,3.0,0,0,H503,3.0,5,5,39166,48C029,0,0,,,1,5,2022,BEXAR,29,"TRAIN MEGAS-24 WAS TRAVELING EASTBOUND PAST CP226 ON THE DEL RIO SUB, HEADING INTO TRACK 102 TO CLEA","R AND HANDLE A 11 CAR SET OUT INTO SAIT. ONCE CLEARING CP226, THE CREW THOUGHT THEY WERE LINED INTO","THE WRONG TRACK. TRAIN WAS TRAVELING AT 7.7 MPH, ENGINEER SET 14 LBS OF AIR AND USES 22% DYNAMICS TO",29.326609,-98.622661
PTRA,2022000048,22,10,10,8,30,PM,4,0,HOUSTON,48,82,4.0,1.0,5,R,246,1,4.0,4,0,H302,4.0,1,5,13100,48C201,0,0,4.0,4.0,1,5,2022,HARRIS,201,"JOB 283 LEFT TWO CARS IN TRACK 744 THAT WERE FOULING TRACK 745, AFTER SETTING THEIR PULLS OUT THEY M","ADE A MOVE BACK INTO THE FACILITY WITH THEIR SPOTS, THE TRACK WAS LINED FOR 745 WITH THE TWO CARS IN",744 STILL IN THE FOUL. WHILE ENTERING TRACK 745 THE LEAD CAR GATX 29723 STRUCK THE XOMX 110051 THAT,29.453558,-95.102537
BNSF,KS1022107,22,10,15,12,2,PM,1,0,AMARILLO,48,70,2.0,1.0,6,E,442,1,2.0,4,0,E46C,2.0,1,6,38850,48C375,0,0,,4.0,1,5,2022,POTTER,375,Y-AMA1012-15A DERAILED 2 RAILCARS ON YARD TRACK DUE TO A STIFF TRUCK BOLSTER.  NO HAZMAT RELEASED.,,,35.19498,-101.829879
BNSF,RD1022115,22,10,17,3,30,AM,1,0,DONIE,48,65,4.0,2.0,3,E,17733,1,4.0,124,0,E64C,4.0,1,3,223979,48C161,0,0,3.0,3.0,1,5,2022,FREESTONE,161,C-BKMDON0-70A DERAILED 9 RAILCARS IN INDUSTRY TRACK DUE TO A WORN FLANGE.  NO HAZMAT RELEASED.  NRG,"POWER MARKETING TRACK COSTS WERE $40,000.",,31.425819,-96.232329
DGNO,DGN969822,22,5,27,7,0,PM,1,0,MELISSA,48,88,2.0,1.0,5,R,9576,X,2.0,72,0,T109,2.0,X,5,150788,48C085,0,0,5.0,5.0,1,5,2022,COLLIN,85,S-710  CREW WAS PULLING TO SOUTH END OF LATIMORE TO SPOT LOADED ROCK WHEN TRAIN DERAILED. NRC#: 1340,"124
6-28-22 REVISED BLOCKS: 37 AND 52
8-2-22 REVISED BLOCK: 5
2-7-23  REVISED #: 36, 37",,33.307185,-96.562243
UP,0822SX014,22,8,15,9,20,PM,12,0,LAREDO,48,80,4.0,3.0,6,E,700,1,2.0,1,6,M105,2.0,1,6,18240,48C479,0,0,2.0,,1,5,2022,WEBB,479,"LAV03R-15 WAS SHOVING TRACK 10 WITH 16 CARS AND TWO LHP LOCOMOTIVES RCL, THE BRAKEMAN TIED A POST OF",1 CAR AND PULLED OUT OF 10 RIDING THE REAR CAR OF A 15 CAR CUT. WHILE IN THE PROCESS OF DOING WORK,"IN TRACK 10, 14 FTTX TYPE FRAME CARS ROLLED OUT OFTRACK 12 DUE TO A HIGH WINDS RAINSTORM THAT WAS BL",27.664784,-99.445343
UP,1022GC013,22,10,15,7,0,PM,12,0,BEAUMONT,48,77,3.0,1.0,3,E,5051,1,2.0,37,13,M411,2.0,1,5,17442,48C245,0,0,,,3,5,2022,JEFFERSON,245,"YBM21R-15 WAS HUMPING INTO BOWL 10. WHILE PULLING THE PIN FOR TWO LOADED CARS FOR TRACK 10, THE FORE","MAN STOPPED BECAUSE THE KNUCKLES HUNG UP. THE TWO CARS RELEASED AND BEGAN TO ROLL DOWN THE HILL, THE","FOREMAN BEGAN MOVING ON THE HUMP AND THEN RELEASED A SINGLE LOADED CAR. AS THIS WAS HAPPENING, THE",30.072277,-94.152902
UP,0822SX020,22,8,24,8,45,PM,1,0,SAN ANTONIO,48,80,4.0,1.0,5,E,8701,5,3.0,106,25,H503,3.0,5,5,39166,48C029,0,0,10.0,,3,5,2022,BEXAR,29,"TRAIN MEGAS-24 WAS TRAVELING EASTBOUND PAST CP226 ON THE DEL RIO SUB, HEADING INTO TRACK 102 TO CLEA","R AND HANDLE A 11 CAR SET OUT INTO SAIT. ONCE CLEARING CP226, THE CREW THOUGHT THEY WERE LINED INTO","THE WRONG TRACK. TRAIN WAS TRAVELING AT 7.7 MPH, ENGINEER SET 14 LBS OF AIR AND USES 22% DYNAMICS TO",29.326609,-98.622661
UP,0822SX014,22,8,15,9,20,PM,12,0,LAREDO,48,80,4.0,3.0,2,E,1091,1,2.0,15,0,M105,2.0,1,6,18240,48C479,0,0,,,3,5,2022,WEBB,479,"LAV03R-15 WAS SHOVING TRACK 10 WITH 16 CARS AND TWO LHP LOCOMOTIVES RCL, THE BRAKEMAN TIED A POST OF",1 CAR AND PULLED OUT OF 10 RIDING THE REAR CAR OF A 15 CAR CUT. WHILE IN THE PROCESS OF DOING WORK,"IN TRACK 10, 14 FTTX TYPE FRAME CARS ROLLED OUT OFTRACK 12 DUE TO A HIGH WINDS RAINSTORM THAT WAS BL",27.664784,-99.445343
